66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
40 42 60 62 (2562)
40 52 58 66 (2985)
34 60 62 66 (2766)
40 52 58 60 (3112)
29 36 56 66 (2741)
5 7 34 48 (2600)
40 52 58 62 (3034)
5 29 34 60 (2840)
29 36 56 62 (2811)
29 36 56 60 (2864)
5 7 34 40 (2764)
40 42 60 66 (2596)
5 29 34 62 (2774)
7 25 29 40 (2711)
3 7 52 62 (2641)
5 29 34 66 (2749)
3 9 40 60 (2523)
5 25 48 58 (2537)
7 36 48 52 (2856)
3 7 52 66 (2621)
7 36 48 58 (2866)
34 48 52 66 (2729)
7 25 29 48 (2626)
7 36 48 56 (2710)
3 9 52 58 (2565)
3 7 52 60 (2722)
34 48 52 62 (2721)
5 25 48 52 (2528)
34 48 52 60 (2823)
7 40 60 62 (2881)
5 7 34 52 (2774)
25 34 40 52 (2681)
5 7 34 56 (2646)
5 9 34 36 (2525)
5 7 34 58 (2782)
48 52 60 62 (2840)
7 9 48 60 (2555)
7 40 60 66 (2882)
48 52 60 66 (2862)
5 25 36 60 (2555)
7 36 48 60 (2842)
34 48 52 58 (2847)
7 25 29 34 (2601)
7 36 48 62 (2731)
34 48 52 56 (2696)
7 25 29 36 (2671)
7 36 48 66 (2732)
25 34 40 48 (2578)
29 34 56 60 (2835)
36 58 60 62 (2917)
3 7 34 60 (2598)
29 34 56 62 (2787)
36 58 60 64 (2503)
3 7 34 62 (2526)
36 58 60 66 (2923)
29 34 56 66 (2726)
3 7 34 66 (2511)
7 42 52 58 (2596)
25 36 52 66 (2639)
25 36 52 62 (2662)
7 25 60 62 (2594)
25 36 52 60 (2756)
25 29 34 66 (2581)
25 29 58 60 (2819)
25 36 52 58 (2783)
25 52 62 66 (2590)
25 36 52 56 (2627)
25 29 58 62 (2726)
7 25 60 66 (2600)
25 60 62 66 (2600)
9 52 56 60 (2708)
5 9 29 34 (2620)
9 52 56 62 (2652)
25 36 40 66 (2625)
5 9 29 36 (2582)
3 7 34 40 (2609)
25 36 40 62 (2657)
7 9 36 48 (2546)
3 5 60 66 (2530)
7 9 36 40 (2636)
3 5 60 62 (2513)
5 25 29 58 (2644)
9 34 60 62 (2600)
5 25 29 52 (2635)
9 52 56 58 (2746)
9 34 60 66 (2610)
25 36 40 58 (2767)
25 36 40 56 (2606)
7 42 52 60 (2573)
25 36 40 52 (2758)
3 7 34 52 (2625)
5 9 29 40 (2662)
3 7 34 56 (2514)
3 7 34 58 (2632)
29 34 56 58 (2879)
7 9 36 58 (2657)
3 36 60 66 (2610)
36 40 60 64 (2504)
7 9 36 56 (2554)
36 40 60 66 (2900)
3 36 60 62 (2598)
7 9 36 52 (2650)
36 40 60 62 (2902)
25 36 40 60 (2741)
5 25 29 66 (2536)
5 25 29 60 (2617)
5 25 29 62 (2546)
9 52 56 66 (2588)
5 9 29 56 (2562)
5 9 29 58 (2678)
34 36 40 42 (2500)
34 36 40 48 (2808)
5 9 29 52 (2671)
3 40 62 66 (2576)
5 25 29 34 (2566)
5 25 29 36 (2579)
5 40 60 66 (2812)
5 40 60 62 (2800)
34 36 40 52 (2911)
34 36 40 56 (2764)
5 9 29 60 (2642)
34 36 40 58 (2919)
5 9 29 62 (2576)
3 7 34 36 (2539)
5 9 29 66 (2553)
7 9 56 62 (2556)
34 40 52 56 (2856)
7 9 56 60 (2614)
25 48 60 62 (2610)
25 48 60 66 (2621)
5 25 29 48 (2534)
3 29 56 58 (2704)
5 25 29 40 (2624)
7 56 58 62 (2821)
34 36 40 62 (2804)
3 29 56 60 (2670)
7 56 58 60 (2873)
34 36 40 60 (2876)
3 29 56 62 (2627)
7 56 58 66 (2748)
34 36 40 66 (2768)
25 29 58 66 (2706)
34 40 52 58 (3007)
34 40 52 64 (2529)
3 36 40 48 (2620)
34 40 52 66 (2856)
34 40 52 60 (2964)
5 42 58 60 (2535)
34 40 52 62 (2892)
3 29 56 66 (2568)
3 29 40 66 (2679)
42 52 58 60 (2681)
42 52 58 62 (2592)
3 29 40 60 (2780)
42 52 58 66 (2605)
34 36 52 60 (2889)
3 29 40 62 (2709)
34 36 52 56 (2782)
34 36 52 58 (2933)
3 29 40 58 (2813)
3 29 40 56 (2679)
3 29 40 52 (2804)
9 29 48 52 (2675)
5 25 34 36 (2504)
9 29 48 58 (2682)
9 29 48 56 (2561)
9 29 36 66 (2614)
3 29 40 48 (2646)
9 29 36 60 (2732)
9 29 36 62 (2645)
5 48 58 66 (2683)
5 56 58 60 (2755)
5 48 58 62 (2676)
5 56 58 62 (2722)
29 48 58 66 (2864)
29 48 58 60 (2972)
5 56 58 66 (2663)
29 48 58 62 (2862)
5 48 58 60 (2760)
3 34 58 66 (2584)
34 42 58 66 (2506)
3 34 58 62 (2600)
7 9 56 58 (2650)
34 42 58 60 (2577)
3 34 58 60 (2672)
36 56 58 66 (2748)
31 40 52 58 (2502)
36 40 52 56 (2894)
36 56 58 62 (2826)
36 40 52 58 (3061)
36 56 58 60 (2876)
9 29 48 62 (2559)
9 29 48 60 (2666)
5 29 42 58 (2555)
9 29 48 66 (2563)
5 29 42 52 (2550)
25 48 52 56 (2582)
25 48 52 58 (2738)
34 40 60 62 (2857)
29 34 52 60 (2982)
29 34 52 62 (2900)
25 29 34 36 (2642)
29 34 52 64 (2526)
29 34 52 66 (2873)
29 34 52 58 (3026)
29 40 62 64 (2509)
25 29 34 40 (2685)
9 36 58 66 (2617)
9 36 58 60 (2737)
9 36 58 62 (2653)
3 7 58 66 (2630)
25 48 52 60 (2721)
3 7 58 62 (2650)
29 40 62 66 (2869)
3 7 58 60 (2731)
25 36 56 60 (2603)
25 36 56 62 (2543)
5 40 52 58 (2938)
5 40 52 56 (2778)
9 40 58 66 (2693)
36 40 52 60 (3016)
36 40 52 62 (2937)
34 40 60 66 (2865)
48 58 62 66 (2744)
25 36 56 58 (2630)
36 40 52 64 (2549)
36 40 52 66 (2889)
5 29 62 66 (2721)
29 34 40 58 (3012)
9 29 36 52 (2761)
25 40 56 62 (2595)
9 29 36 56 (2647)
9 29 36 58 (2768)
25 40 56 60 (2645)
25 29 34 56 (2564)
9 40 58 60 (2812)
25 29 34 58 (2707)
9 40 58 62 (2738)
25 40 56 66 (2529)
25 29 34 52 (2700)
5 34 52 66 (2744)
25 29 34 60 (2680)
25 29 34 62 (2594)
5 34 52 62 (2769)
5 34 52 60 (2835)
34 36 60 66 (2789)
29 34 40 60 (2969)
29 34 40 62 (2897)
34 36 60 62 (2772)
29 34 40 64 (2526)
29 34 40 66 (2861)
25 48 52 66 (2611)
25 48 52 62 (2617)
56 60 62 66 (2755)
9 29 36 48 (2657)
25 29 34 48 (2597)
36 42 52 58 (2619)
5 34 52 58 (2879)
29 34 52 56 (2875)
5 34 52 56 (2731)
9 29 36 40 (2747)
25 40 56 58 (2671)
36 42 52 66 (2518)
36 42 52 60 (2594)
36 42 52 62 (2504)
3 29 60 62 (2691)
7 58 60 66 (2905)
25 34 48 60 (2583)
29 36 60 66 (2916)
5 7 25 29 (2538)
3 29 48 58 (2672)
3 29 60 66 (2703)
3 29 48 56 (2537)
7 40 48 52 (2856)
3 29 48 52 (2663)
7 58 60 62 (2896)
36 52 60 66 (2913)
29 34 40 42 (2584)
3 29 36 66 (2610)
29 34 40 48 (2830)
7 9 52 66 (2593)
7 40 48 58 (2866)
7 40 48 56 (2711)
7 40 48 62 (2742)
40 44 58 60 (2539)
7 40 48 60 (2843)
7 9 52 60 (2710)
40 44 58 62 (2507)
7 9 52 62 (2623)
29 36 60 62 (2904)
25 58 62 66 (2600)
29 34 40 52 (3004)
3 29 36 60 (2712)
7 48 52 56 (2731)
3 29 36 62 (2631)
29 34 40 56 (2857)
7 48 52 58 (2881)
7 48 52 62 (2746)
9 29 56 60 (2707)
3 29 36 56 (2611)
3 29 36 58 (2746)
7 48 52 60 (2857)
3 25 52 58 (2512)
36 48 56 62 (2714)
9 29 56 66 (2589)
9 29 56 62 (2649)
36 48 56 60 (2785)
36 48 56 58 (2811)
5 52 58 62 (2848)
7 48 52 66 (2747)
5 52 58 66 (2820)
3 29 36 52 (2737)
5 7 25 40 (2519)
3 29 36 48 (2646)
36 52 60 64 (2503)
5 52 58 60 (2912)
36 52 60 62 (2906)
34 36 56 60 (2742)
34 36 56 62 (2694)
29 40 42 48 (2535)
29 46 58 60 (2503)
36 48 56 66 (2672)
34 36 56 58 (2786)
3 29 36 40 (2720)
25 40 60 66 (2691)
25 40 60 62 (2696)
5 36 48 52 (2751)
5 36 48 56 (2594)
5 36 48 58 (2761)
29 40 42 58 (2684)
25 34 36 48 (2582)
42 60 62 66 (2502)
34 36 56 66 (2633)
25 36 48 52 (2720)
29 40 42 56 (2542)
25 36 48 58 (2729)
25 36 48 56 (2567)
25 34 36 40 (2623)
5 7 25 60 (2512)
7 9 40 52 (2725)
7 9 40 58 (2732)
29 40 42 52 (2679)
7 9 40 56 (2629)
5 36 48 60 (2735)
5 36 48 62 (2650)
5 36 48 66 (2658)
9 25 40 58 (2520)
9 25 40 52 (2514)
25 34 36 58 (2645)
48 60 62 66 (2744)
7 9 40 48 (2550)
25 34 36 56 (2502)
9 29 56 58 (2743)
25 34 36 52 (2638)
5 7 25 58 (2539)
29 40 42 62 (2576)
29 40 42 60 (2661)
29 40 42 66 (2588)
5 7 25 52 (2530)
29 34 60 62 (2865)
29 44 58 60 (2551)
29 44 58 62 (2507)
7 9 52 56 (2646)
7 9 52 58 (2746)
25 34 36 66 (2519)
25 34 36 62 (2532)
36 40 56 58 (2898)
25 34 36 60 (2618)
9 25 52 58 (2535)
42 48 52 58 (2557)
25 34 48 58 (2600)
7 9 40 60 (2696)
25 34 48 52 (2593)
5 52 62 66 (2714)
42 48 52 60 (2544)
7 9 40 62 (2619)
29 34 60 66 (2882)
7 9 40 66 (2580)
34 52 62 66 (2757)
29 42 58 60 (2677)
5 34 48 62 (2595)
34 36 52 62 (2807)
29 42 58 66 (2603)
5 34 48 60 (2681)
34 36 52 66 (2780)
29 42 58 62 (2586)
5 58 62 66 (2725)
5 34 48 66 (2605)
9 25 52 60 (2513)
36 40 56 60 (2853)
3 29 52 58 (2830)
36 42 48 60 (2525)
5 34 48 52 (2697)
3 29 52 56 (2700)
7 29 58 60 (3023)
36 40 56 62 (2812)
7 29 58 64 (2510)
7 29 58 62 (2933)
36 40 56 66 (2726)
5 34 48 56 (2553)
7 29 58 66 (2901)
5 34 48 58 (2705)
5 34 36 62 (2681)
40 42 58 62 (2588)
40 42 58 60 (2670)
25 40 52 60 (2797)
40 42 58 66 (2595)
5 34 36 60 (2747)
25 40 52 62 (2713)
5 34 36 66 (2656)
7 34 62 66 (2657)
25 40 52 66 (2681)
42 56 58 60 (2543)
36 42 48 52 (2533)
3 29 52 62 (2715)
3 29 52 60 (2796)
36 42 48 58 (2538)
3 29 52 66 (2694)
40 48 58 60 (2960)
40 48 58 62 (2862)
5 34 36 52 (2783)
40 48 58 66 (2848)
34 58 62 66 (2766)
5 34 36 58 (2791)
25 40 52 58 (2823)
25 40 52 56 (2668)
5 34 36 56 (2639)
25 36 48 62 (2608)
25 36 48 66 (2602)
48 52 58 60 (2974)
48 52 58 62 (2866)
9 40 62 66 (2585)
25 36 48 60 (2712)
48 52 58 66 (2861)
5 34 36 40 (2773)
5 34 36 48 (2680)
5 34 56 58 (2735)
7 9 60 66 (2601)
7 9 60 62 (2594)
25 29 62 66 (2592)
7 48 56 58 (2735)
5 34 56 60 (2691)
34 56 62 66 (2644)
5 34 56 62 (2656)
5 34 56 66 (2600)
7 48 56 66 (2601)
7 48 56 62 (2638)
9 29 52 60 (2821)
7 48 56 60 (2711)
7 40 48 66 (2734)
9 29 52 62 (2734)
9 29 52 66 (2703)
48 56 58 60 (2810)
48 56 58 62 (2740)
48 56 58 66 (2697)
5 36 56 58 (2705)
5 36 56 66 (2567)
5 36 56 62 (2625)
5 36 56 60 (2659)
25 52 58 62 (2728)
25 52 58 60 (2821)
25 52 58 66 (2704)
9 29 40 58 (2843)
3 52 58 66 (2694)
3 52 58 60 (2796)
7 25 48 66 (2506)
3 52 58 62 (2715)
9 29 40 56 (2722)
7 25 48 62 (2510)
3 5 36 60 (2512)
29 56 60 66 (2838)
7 40 42 60 (2562)
7 25 48 60 (2614)
3 5 36 52 (2537)
29 40 46 58 (2516)
9 29 40 52 (2836)
7 36 62 66 (2680)
3 5 36 58 (2546)
29 40 46 52 (2506)
9 29 40 48 (2661)
36 40 48 56 (2787)
36 40 48 52 (2950)
7 29 34 36 (2831)
36 40 48 58 (2960)
29 56 60 62 (2864)
9 29 52 56 (2739)
9 40 60 66 (2694)
7 25 36 66 (2534)
3 5 36 40 (2525)
9 29 52 58 (2857)
7 25 36 62 (2555)
7 25 36 60 (2649)
9 40 60 62 (2699)
36 40 48 66 (2823)
36 40 48 62 (2836)
7 29 34 48 (2745)
7 25 36 58 (2676)
7 25 36 56 (2532)
36 40 48 60 (2935)
7 25 36 52 (2667)
7 29 34 40 (2905)
9 58 62 66 (2597)
7 29 34 56 (2788)
9 29 40 66 (2690)
7 40 42 58 (2585)
7 29 34 58 (2927)
7 40 42 52 (2580)
29 40 58 66 (2988)
5 7 52 66 (2712)
29 40 58 64 (2614)
5 56 62 66 (2588)
5 7 52 60 (2803)
5 7 52 62 (2736)
7 25 36 48 (2613)
29 40 58 62 (3030)
29 40 58 60 (3110)
9 29 40 60 (2807)
7 25 36 40 (2651)
7 29 34 52 (2919)
9 29 40 62 (2730)
34 42 52 60 (2573)
5 40 48 60 (2741)
5 40 48 62 (2663)
29 44 52 60 (2541)
5 29 36 62 (2755)
5 29 36 60 (2822)
5 48 52 56 (2615)
5 48 52 58 (2776)
5 29 36 66 (2731)
5 40 48 56 (2600)
29 48 62 66 (2736)
34 42 52 58 (2596)
7 29 34 66 (2775)
5 40 48 58 (2766)
7 29 34 60 (2883)
5 40 48 52 (2756)
7 29 34 62 (2801)
5 29 48 58 (2780)
29 36 42 48 (2527)
29 44 52 58 (2585)
29 36 42 52 (2608)
5 29 48 52 (2770)
34 42 52 66 (2502)
5 29 48 56 (2613)
36 48 52 60 (2949)
29 52 62 64 (2508)
29 52 62 66 (2873)
29 36 42 58 (2613)
29 36 42 66 (2516)
36 48 52 58 (2975)
29 36 42 60 (2590)
36 48 52 56 (2807)
5 29 48 62 (2669)
5 29 48 60 (2756)
5 29 48 66 (2680)
40 48 60 62 (2836)
5 34 60 62 (2734)
40 48 60 66 (2849)
7 25 48 58 (2631)
7 25 48 52 (2622)
36 48 52 62 (2840)
36 48 52 66 (2836)
36 56 62 66 (2658)
5 34 60 66 (2753)
5 40 48 66 (2664)
9 29 60 62 (2705)
7 36 42 58 (2514)
9 29 60 66 (2711)
7 29 42 52 (2593)
9 36 60 66 (2618)
9 36 60 62 (2614)
5 9 36 60 (2547)
7 29 42 58 (2598)
7 36 42 52 (2509)
40 56 62 66 (2741)
36 60 62 66 (2795)
34 36 58 66 (2788)
34 36 58 60 (2897)
34 36 58 62 (2816)
36 48 60 66 (2847)
36 48 60 62 (2825)
7 56 60 62 (2777)
5 48 60 66 (2684)
5 48 60 62 (2650)
34 48 58 60 (2831)
5 36 52 56 (2701)
7 56 60 66 (2749)
34 48 58 62 (2730)
5 36 52 58 (2862)
5 36 52 60 (2816)
34 48 58 66 (2737)
5 36 52 62 (2751)
3 9 58 60 (2545)
9 25 58 60 (2519)
7 29 42 60 (2575)
7 29 42 66 (2501)
5 36 52 66 (2724)
5 7 40 66 (2703)
5 36 40 48 (2741)
3 36 58 62 (2631)
5 7 52 56 (2704)
5 7 52 58 (2847)
3 36 58 66 (2610)
5 7 40 62 (2734)
3 36 58 60 (2712)
5 7 40 60 (2794)
3 40 58 66 (2679)
3 40 58 62 (2709)
3 40 58 60 (2780)
7 25 56 58 (2597)
7 52 62 66 (2766)
5 7 40 48 (2655)
56 58 60 66 (2845)
9 34 58 66 (2609)
34 42 60 66 (2507)
9 34 58 62 (2637)
34 52 58 66 (2876)
34 52 58 64 (2529)
29 36 62 66 (2787)
34 52 58 62 (2904)
7 48 62 66 (2629)
34 52 58 60 (2985)
56 58 60 62 (2877)
5 36 40 66 (2715)
5 36 40 60 (2807)
5 36 40 62 (2749)
40 48 52 66 (2838)
40 48 52 62 (2851)
40 48 52 60 (2950)
7 25 56 60 (2570)
7 25 56 62 (2510)
5 7 40 56 (2689)
5 7 40 58 (2837)
5 36 40 58 (2852)
5 36 40 56 (2686)
40 48 52 58 (2975)
40 48 52 56 (2808)
5 36 40 52 (2842)
5 7 40 52 (2827)
9 34 58 60 (2715)
40 60 62 66 (2877)
5 34 40 66 (2735)
34 40 58 60 (2972)
34 40 58 62 (2901)
29 52 58 60 (3124)
34 40 58 64 (2529)
29 52 58 62 (3034)
5 7 36 48 (2650)
34 40 58 66 (2864)
9 36 40 62 (2641)
9 36 40 60 (2716)
5 48 56 58 (2619)
9 36 40 66 (2597)
5 7 36 40 (2741)
29 52 58 64 (2614)
5 34 40 60 (2826)
29 52 58 66 (3001)
5 34 40 62 (2767)
5 7 36 56 (2612)
5 34 40 56 (2717)
5 7 9 34 (2517)
5 34 40 58 (2869)
5 7 36 58 (2761)
48 52 62 66 (2733)
9 36 40 52 (2747)
34 48 62 66 (2618)
3 5 7 60 (2534)
5 7 36 52 (2751)
9 36 40 56 (2633)
9 36 40 58 (2754)
3 5 7 58 (2568)
5 9 56 60 (2527)
5 34 40 52 (2861)
5 7 9 29 (2572)
5 40 52 62 (2835)
5 40 52 60 (2893)
5 34 40 48 (2687)
5 7 9 40 (2555)
5 40 52 66 (2801)
3 5 7 52 (2559)
9 36 40 48 (2643)
3 7 29 48 (2598)
9 48 58 60 (2671)
5 7 9 58 (2571)
40 58 62 64 (2524)
5 7 9 52 (2564)
40 58 62 66 (2877)
9 48 58 62 (2567)
3 7 62 66 (2518)
7 29 62 66 (2773)
9 48 58 66 (2566)
5 29 56 58 (2795)
3 7 29 40 (2739)
3 5 7 40 (2547)
3 7 29 34 (2632)
3 7 29 36 (2672)
3 5 7 34 (2501)
40 52 56 66 (2818)
40 52 56 62 (2904)
40 52 56 60 (2945)
29 36 58 66 (2915)
5 7 9 60 (2535)
29 36 58 64 (2535)
29 36 58 62 (2948)
29 42 60 62 (2562)
29 36 58 60 (3038)
29 42 60 66 (2604)
7 34 36 66 (2680)
5 7 48 66 (2575)
7 34 36 62 (2706)
7 34 36 60 (2788)
3 5 7 29 (2568)
5 7 48 60 (2651)
5 7 48 62 (2564)
40 52 56 58 (2990)
5 36 60 62 (2716)
5 36 60 66 (2735)
5 25 34 60 (2542)
7 34 36 52 (2824)
7 34 36 58 (2832)
7 34 36 56 (2693)
5 7 36 66 (2626)
5 25 34 52 (2562)
5 7 36 60 (2717)
5 7 36 62 (2650)
5 9 36 40 (2569)
29 34 48 66 (2734)
29 34 48 60 (2828)
7 34 36 40 (2810)
29 34 48 62 (2726)
5 25 34 58 (2569)
7 34 36 48 (2721)
5 25 34 40 (2551)
3 48 58 60 (2650)
3 48 58 62 (2557)
3 48 58 66 (2563)
5 7 48 56 (2526)
5 48 56 62 (2539)
5 7 48 58 (2675)
5 48 56 60 (2593)
5 48 56 66 (2516)
5 9 36 58 (2585)
3 5 56 58 (2511)
5 7 48 52 (2665)
5 9 36 52 (2578)
29 34 36 52 (2930)
7 25 40 60 (2690)
3 9 29 52 (2565)
7 25 40 62 (2606)
5 7 56 58 (2708)
3 9 29 58 (2571)
29 34 36 56 (2783)
29 34 36 58 (2938)
7 25 40 66 (2576)
3 9 29 60 (2545)
9 34 62 66 (2500)
5 40 56 58 (2782)
29 34 36 42 (2510)
7 40 62 66 (2762)
7 25 52 58 (2732)
29 34 36 40 (2916)
7 25 52 56 (2594)
3 5 40 52 (2609)
29 34 36 48 (2827)
48 56 60 66 (2698)
3 5 40 58 (2618)
29 34 48 56 (2697)
29 34 48 52 (2844)
7 42 60 66 (2505)
29 34 48 58 (2852)
7 36 58 60 (2933)
7 36 58 62 (2843)
36 58 62 66 (2795)
3 5 40 60 (2585)
7 36 58 66 (2808)
5 29 36 40 (2846)
3 5 40 62 (2533)
3 5 40 66 (2510)
25 52 60 66 (2705)
5 29 36 48 (2755)
5 60 62 66 (2725)
48 56 60 62 (2714)
7 52 58 62 (2929)
7 52 58 60 (3019)
7 25 52 66 (2590)
7 25 52 62 (2611)
7 25 52 60 (2705)
3 5 52 58 (2630)
29 34 36 66 (2785)
3 5 52 56 (2507)
29 34 36 60 (2894)
29 34 36 62 (2812)
7 52 58 66 (2894)
5 48 52 66 (2673)
7 52 58 64 (2516)
5 29 36 52 (2856)
5 29 36 58 (2866)
25 52 60 62 (2701)
5 29 36 56 (2699)
42 58 60 66 (2611)
5 48 52 60 (2750)
5 48 52 62 (2665)
42 58 60 62 (2572)
7 34 48 56 (2607)
9 52 60 66 (2707)
3 5 52 66 (2521)
7 34 48 52 (2738)
3 5 52 62 (2537)
3 5 52 60 (2596)
36 52 56 58 (2918)
9 52 60 62 (2703)
5 29 56 66 (2660)
7 34 48 58 (2746)
25 36 40 48 (2704)
5 29 56 62 (2715)
5 29 56 60 (2751)
3 7 29 66 (2630)
7 34 48 66 (2629)
25 36 60 62 (2645)
36 52 56 60 (2872)
7 34 48 62 (2620)
36 52 56 62 (2821)
25 36 60 66 (2649)
7 34 48 60 (2722)
52 58 60 66 (3009)
36 52 56 66 (2744)
3 7 29 60 (2731)
3 7 29 62 (2650)
52 58 60 62 (3003)
52 58 60 64 (2582)
3 7 29 56 (2630)
3 7 29 58 (2765)
3 7 29 52 (2756)
5 25 58 62 (2550)
5 25 58 60 (2620)
5 9 56 58 (2565)
5 40 56 60 (2737)
5 40 56 62 (2710)
5 25 58 66 (2539)
5 40 56 66 (2645)
52 56 60 66 (2841)
9 36 52 60 (2730)
9 36 52 62 (2645)
25 48 58 66 (2620)
9 36 52 66 (2610)
7 25 40 48 (2606)
25 48 58 62 (2627)
52 56 60 62 (2872)
3 52 62 66 (2582)
25 48 58 60 (2730)
9 36 52 58 (2768)
5 7 56 62 (2628)
3 9 29 40 (2549)
5 7 56 60 (2664)
7 25 40 52 (2707)
5 7 56 66 (2573)
29 31 58 60 (2501)
3 56 60 62 (2594)
7 25 40 56 (2573)
7 25 40 58 (2716)
3 56 60 66 (2568)
9 36 52 56 (2650)
5 9 40 52 (2658)
9 48 52 66 (2559)
5 9 40 56 (2549)
5 9 40 58 (2665)
9 48 52 62 (2559)
9 48 52 60 (2664)
3 40 52 56 (2675)
3 40 52 58 (2804)
34 52 60 62 (2860)
9 40 48 58 (2668)
5 9 52 56 (2561)
9 40 48 56 (2547)
5 9 52 58 (2674)
25 29 36 40 (2756)
9 36 56 60 (2616)
9 36 56 62 (2560)
3 7 56 62 (2553)
9 40 48 62 (2555)
9 40 48 60 (2650)
9 40 48 66 (2546)
3 7 56 60 (2596)
5 34 58 60 (2843)
5 34 58 62 (2778)
5 34 58 66 (2752)
5 9 40 60 (2627)
5 9 40 62 (2570)
7 9 58 66 (2600)
3 40 52 60 (2771)
5 9 40 66 (2538)
7 9 58 62 (2631)
3 40 52 66 (2670)
7 9 58 60 (2717)
3 40 52 62 (2700)
9 40 48 52 (2661)
9 36 56 58 (2654)
40 42 56 60 (2528)
3 52 60 62 (2682)
7 48 58 66 (2757)
7 34 40 52 (2898)
7 48 58 62 (2757)
25 29 36 58 (2781)
7 48 58 60 (2867)
7 34 40 56 (2767)
25 29 36 56 (2619)
25 29 36 62 (2660)
7 34 40 58 (2906)
7 9 34 40 (2624)
25 29 36 60 (2754)
3 52 60 66 (2694)
40 42 56 58 (2553)
5 9 52 66 (2547)
25 56 60 66 (2552)
34 36 62 66 (2669)
25 56 60 62 (2582)
5 25 40 66 (2520)
40 56 58 62 (2909)
25 29 36 48 (2718)
34 40 42 60 (2564)
7 34 40 62 (2791)
40 56 58 60 (2949)
7 34 40 60 (2863)
7 9 34 58 (2643)
7 34 40 66 (2756)
7 9 34 56 (2544)
9 56 62 66 (2504)
3 7 56 58 (2630)
7 9 34 52 (2636)
25 29 36 52 (2772)
5 25 40 60 (2601)
5 9 52 60 (2636)
5 25 40 62 (2537)
5 9 52 62 (2572)
34 40 42 58 (2587)
25 29 48 62 (2615)
5 25 40 58 (2627)
7 34 52 58 (2920)
34 40 42 52 (2583)
25 29 48 60 (2719)
34 52 60 66 (2877)
7 9 34 66 (2502)
29 40 60 62 (2986)
5 58 60 66 (2831)
40 56 58 66 (2822)
7 9 34 62 (2528)
58 60 62 66 (2892)
5 58 60 62 (2813)
7 9 34 60 (2607)
29 58 60 64 (2570)
29 58 60 66 (3012)
5 25 40 52 (2618)
7 34 52 56 (2785)
29 40 60 64 (2571)
29 46 52 58 (2529)
25 29 48 56 (2574)
29 40 60 66 (2989)
25 29 48 58 (2736)
25 29 48 52 (2727)
3 58 62 66 (2591)
5 25 40 48 (2517)
29 58 60 62 (3001)
25 29 36 66 (2641)
9 48 52 58 (2682)
9 48 52 56 (2564)
5 29 60 66 (2828)
7 34 52 60 (2876)
48 58 60 62 (2851)
7 34 52 62 (2794)
48 58 60 66 (2872)
5 29 60 62 (2808)
7 34 52 66 (2768)
9 36 48 66 (2541)
25 40 58 66 (2690)
9 36 48 62 (2541)
25 40 58 60 (2806)
9 36 48 60 (2646)
40 42 52 60 (2665)
25 40 58 62 (2723)
5 29 52 66 (2817)
5 29 52 62 (2841)
3 7 48 60 (2576)
40 42 52 58 (2690)
5 29 52 60 (2908)
29 34 42 60 (2574)
3 34 36 52 (2606)
3 34 36 58 (2613)
29 34 42 66 (2503)
40 42 52 56 (2549)
40 58 60 66 (2996)
9 36 48 56 (2543)
40 58 60 62 (2999)
9 36 48 52 (2657)
40 58 60 64 (2583)
42 52 56 58 (2564)
9 36 48 58 (2664)
36 40 62 66 (2780)
3 34 36 62 (2507)
3 34 36 60 (2579)
42 52 56 60 (2539)
40 42 52 62 (2582)
40 42 52 66 (2590)
3 7 36 60 (2638)
3 7 36 62 (2557)
34 40 62 66 (2754)
3 7 36 66 (2537)
3 40 60 62 (2676)
9 48 56 58 (2568)
3 40 60 66 (2679)
29 42 52 60 (2672)
29 42 52 62 (2580)
7 34 56 58 (2789)
29 42 52 66 (2598)
5 9 60 66 (2555)
7 9 34 36 (2547)
9 40 56 66 (2572)
5 9 60 62 (2541)
5 25 52 58 (2638)
7 34 56 62 (2697)
3 7 48 52 (2589)
3 34 36 40 (2590)
7 34 56 60 (2745)
25 48 62 66 (2506)
29 42 52 58 (2695)
3 7 48 58 (2598)
29 34 42 52 (2593)
7 34 56 66 (2637)
29 34 42 58 (2597)
3 34 36 48 (2513)
29 42 52 56 (2553)
9 29 58 60 (2828)
3 29 58 62 (2724)
9 29 58 62 (2742)
3 7 36 40 (2646)
3 29 58 60 (2805)
25 29 56 66 (2544)
5 25 52 62 (2540)
3 7 36 48 (2572)
9 29 58 66 (2710)
5 25 52 60 (2611)
5 29 40 48 (2760)
44 52 58 62 (2511)
5 25 52 66 (2530)
44 52 58 60 (2553)
5 29 40 42 (2542)
3 29 58 66 (2703)
3 7 36 52 (2663)
3 7 36 56 (2537)
3 7 36 58 (2672)
29 56 58 60 (2960)
29 56 58 62 (2908)
29 56 58 66 (2837)
5 29 40 58 (2942)
5 29 40 56 (2776)
5 29 40 52 (2932)
40 46 52 58 (2520)
3 34 48 60 (2517)
36 40 42 48 (2522)
5 29 40 66 (2808)
5 29 40 62 (2839)
5 29 40 60 (2899)
5 40 62 66 (2712)
5 29 52 58 (2952)
3 34 48 52 (2532)
36 40 42 52 (2603)
